subject,group,version,recall_description,event,recall_order,event_num,scene,scene_location,theme,event_description,word_count
237,younger,exp2,"And so the main guy goes over to go get the food and he's having a conversation with the caterer. She has, like, half the food out in front of to give back, and then they're having a conversation about how the chicken isn't there. And she said there wasn't much chicken leftover.|She eventually brings it out, and he's like, where's the rest of it? She said she donated it to a homeless shelter. And then he questions it because it's really fancy food. So he's like, why did you give the fancy food over to the homeless shelter?|I think it's like another worker comes in and she says that she gave the food to Jeff.",H1,17,28.0,H,Caterer's House,Caterer,Larry is at the caterer's house and asks for the food. |The caterer tells him that she gave the food to the homeless shelter.| Another woman comes by and tells the caterer that she dropped the food off to Jeff's.,116
237,younger,exp2,"And so he goes over to Jeff's house and Jeff is eating the chicken. As he walks in. Turnovers are like in the middle of the table in front of him,",I1,18,29.0,I,Jeff's Kitchen,Caterer,Jeff is eating the leftover chicken when Larry visits. ,31
237,younger,exp2,"and they're talking about how Jeff takes 10% of his money and 10% of his food. And so it's all about like, how like he knew the caterer took the food at the end of the night and gave it to him.",,19,,I,Jeff's Kitchen,Caterer,nan,42
237,younger,exp2,"And then they go to the Amco guys work, where he's looking at the Chevy and he says that there is something wrong with the transmission. But he can fix it up. And he says that they don't have to pay. They just have to pay for the parts they don't have to pay for the labor. But then they're like, no, we'll pay for the labor.",J1,20,31.0,J,AAMCO Station,Chevy,Larry and Jeff are at the AAMCO station. Mike tells them that there is an issue with the transmission and that he can fix it. ,67
237,younger,exp2,And everything and then the AAMCO guy asks if he can speak to him in the back room about something personal.,J2,21,32.0,J,AAMCO Station,Dinner_Party,Mike asks Larry if he can speak to him in private.,21
237,younger,exp2,"And so they go back there and the main guy, like, starts the conversations and is like. And like, I'm so sorry that you, your wife overheard about Martha's Vineyard and, like, not having anyone there. But like that's just what he wants.|But then the AAMCO guy say that that wasn't what he wanted to talk about. He wanted to talk about how he felt weird for sitting in his chair.|But then they get into this whole like passive aggressive argument where the main guy’s like trying to apologize for like, assuming that he wanted to get to Martha's Vineyard. And like to like, impose. But the AAMCO guy says how he's been going to Martha's Vineyard for years since he's like a child. And he has friends over there and he didn't need the guesthouse. And he felt he thought it was weird that the man thought he was trying to impose himself and like, trying to get to the guest house.|But anyway, he eventually the AAMCO guy says that he just wants the man to leave, so he leaves.",J4,22,34.0,J,AAMCO Station,Dinner_Party,"Mike begins to apologize to Larry but Larry cuts him off and tells him that Cheryl should have not said anything about the vineyard. |Mike was apologizing for taking the head of the table. |Larry and Mike argue, talking past each other. |Mike ends the conversation.",181
237,younger,exp2,"And then it like transfers over to them, driving in the Chevy and the loud noise you can hear the loud noise still going so the AAMCO guy didn't fix it and then.",J5,23,35.0,J,AAMCO Station,Chevy,Jeff and Larry are driving in the 57 Chevy in silence and there is a rumbling sound from the car. ,33
237,younger,exp2,"At the end of the episode, the main guys walking down the street that they were walking down in the beginning of the episode. There's the homeless guy again asking for change.|And he asked him if he's ever been to the homeless shelter that the caterer talked about. And he says that he has. And he says the main guy asked, like, do you ever have fancy food like the chicken and like seafood platter and stuff like that.|And he says no, it's mostly soup and peanut butter.|And then the main guy asks him if he wants the catering food and so he takes it. And then the man goes inside.",K1,24,36.0,K,Walking on the Street,Caterer,Larry is walking down the street with platters of food and a homeless man asks if he has any spare change. |Larry asks the homeless man if he goes to the shelter and what food they serve there. |The homeless man tells Larry that they usually serve soup and peanut butter.| Larry asks if the homeless man wants the food and the homeless man takes it.,111
237,younger,exp2,"And then it pans over to the main guy and his wife being in the car after leaving a seafood place for dinner, and the talking about how good the seafood was. And then he's like, someone lost the bet. The wife lost the bet. And then the episode ended. So yeah, I'm done.",L1,25,37.0,L,The Davids' Car,Dinner_Party,Cheryl and Larry are driving from dinner and Larry reminds Cheryl about the bet.,54
238,younger,exp2,Larry and his friend were walking on the street ,A1,1,1.0,A,Walking on the Street,Caterer,Larry and Jeff are walking down the street. Larry is holding a paper bag.,10
238,younger,exp2,and his friend was telling him about how he got a new Chevy convertible,A2,2,2.0,A,Walking on the Street,Chevy,Jeff tells Larry that he is getting a 57 Chevy convertible from a neighbor. ,14
238,younger,exp2,"and then Larry offers some homeless guy tuna, |but the homeless guy doesn't like tuna, |so then they walk into a building and then that scene ends.",A3,3,3.0,A,Walking on the Street,Caterer,A homeless man holding a cup interrupts Larry and David and asks for spare change.|Larry and Jeff responds by saying they do not have spare change and offers a tuna sandwich instead. |The homeless man refuses the tuna sandwich and says he does not like tuna,27
238,younger,exp2,"And then the next scene Larry walks into his backyard and his wife is there with one of their neighbors, or one of her friends, and they were watching.|She was showing her a movie. Something about grapes?|UM. She seems to like it,",B1,4,4.0,B,The David's Back Patio,Other,Larry walks through his kitchen and into the patio area and sees his wife Cheryl with her friend Julie|Larry said hi to Julie and Cheryl tells him that she is returning a movie called Sour Grapes|Julie responds by saying that she enjoyed it,42
238,younger,exp2,but then Larry's like you need to stop showing people this.,B6,5,9.0,B,The David's Back Patio,Other,Larry tells Cheryl not to loan the movie out.,11
238,younger,exp2,"And then Larry is in an office with his friend again and he gets up from his desk and sits next to Larry on the couch. He says you didn't like, congratulate me on my new car.|And Larry was like, I didn't know I was supposed to.",C2,6,12.0,C,Jeff's Office,Chevy,Jeff moves to the couch and tells Larry that he is disappointed that Larry did not congratulate him on his new car.|Larry apologizes for not congratulating Jeff about the new car.,47
238,younger,exp2,"And then in the next scene, they're driving the new car and it's a teal chevy convertible.",D1,7,13.0,D,Driving Chevy on the Street,Chevy,Jeff and Larry take the car for a drive and Jeff is impressed with the car and understands why Jeff was upset.,17
238,younger,exp2,"And then on the radio, they hear a beep. |And they think that the car behind them is beeping,|but they weren't actually,|but then they start yelling at each other and the car behind them Uh hits the back of the Chevy.|And then drives off and then they go to check the damages.|And then they sit back in the car but this time his friend is driving.|And then they realized that it was just the radio and the car behind them wasn't beeping.",D3,8,15.0,D,Driving Chevy on the Street,Chevy,An AAMCO commercial comes on the radio with two beeps.|Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign.|Jeff says that it is the radio and the car hits their car. |Larry keeps yelling at the car and the car drives away.|Jeff is frustrated and gets out of the car to look at the damage. Larry also gets out of the car to check the damage. |Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.|Jeff yells at Larry that it was the radio.,82
